course_id,course_name,course_desc,course_category,course_level,start_date,num_weeks,num_learners_registered,num_TAs,nps
648,Spoken Language Processing,Learn to design and build voice assistant or voice cloning systems;using available APIs and adjustable pre-trained models;as well as creating them from scratch in PyTorch. You will learn solid audio processing fundamentals combined with the most important advances in automatic speech recognition and speech synthesis methods.,Language Processing,A,2020-06-05 09:32:00,10,41.0,1,68
649,Data Engineering with Dagster,A well built data platform allows for fast iteration and safe deployments. This course will teach you  how to design;build;and maintain a data platform that supports a wide range of data tasks.You will start by taking a simple data workflow;common to most companies;and deconstructing it to its core components. By the end of the course;you will reimplement the pipeline using modern data frameworks;running in the cloud.,Data Engineering,B,2023-07-30 01:45:00,5,63.0,2,78
650,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2019-04-20 18:38:00,3,,1,79
651,MLOps: From Models to Production,Acquire the skills to build effective real-world ML systems (bootstrapping datasets;improving label quality;experimentation;model evaluation;deployment and observability) with hands-on projects. This course will help you bridge the gap between state-of-the-art ML modeling;and building real-world ML systems.,Machine Learning,B,2016-11-30 22:15:00,1,150.0,2,77
652,Natural Language Processing,Build your own auto-compose tool and other projects while learning key NLP concepts such as BERT;entity recognition;intent classification;spacy;and Transformer models powering search engines like Google or voice assistants like Google Home or Amazon Alexa.,Language Processing,B,2021-05-16 15:56:00,5,35.0,1,68
653,FREE Weekend Buildathon: NLP,DIY weekend project - FREE 48hr workshop to build a NLP project from scratch as the perfect way to learn a core NLP building block - word embeddings.,Language Processing,B,2018-11-09 13:24:00,4,35.0,1,52
654,FREE Weekend Buildathon: NLP,DIY weekend project - FREE 48hr workshop to build a NLP project from scratch as the perfect way to learn a core NLP building block - word embeddings.,Language Processing,B,2019-11-20 16:28:00,6,167.0,3,72
655,Web3 Applications & Filecoin/IPFS,This course provides an introduction to building simple DApps on a blockchain with storage on Filecoin/IPFS.  You will finish the course with a mastery of the infrastructure tools used to build Web3 apps;knowledge of how to build a Web3 app that is accessible through the Web2 internet; and will understand how decentralized storage can be used to host files a Web3 app utilizes. We will start with the fundamentals of decentralized storage and then move on to programming for useful applications,Data Engineering,A,2020-07-14 08:53:00,10,119.0,1,60
656,Analytics Engineering with dbt,Learn the modern analytics stack and best practices as an analytics engineer by using dbt with e-commerce data. Build data models to address real-world strategic questions.,Data Engineering,B,2021-12-01 17:49:00,7,80.0,2,54
657,Personalized Recommendations at Scale,Recommender systems undertake the challenging work to surface relevant content to users given millions of possible choices. In this course;we provide a holistic overview of Machine Learning modeling choices that go into developing and deploying multi-stage recommenders capable of serving recommendations from hundreds of million content choices to multiple hundred million users. The course goes into algorithmic models that power the various stages of the recommender;including the candidate generator;core ranker;user representation learning modules;and offline and online evaluation modules. The course ends with case studies;lessons;and practical considerations from deployed systems powering over 400 million users.,Machine Learning,A,2019-09-14 10:37:00,6,88.0,2,63
658,Data Centric Deep Learning,A trope we often hear is that data is at the heart of deep learning. But how exactly do you manage;improve;and repair deep learning models with data? This course teaches students applied techniques to measure and improve data quality;deep learning infrastructure to do continuous testing and deployment;iterative annotation pipelines;and techniques to respond to distribution shift and adversarial examples. Projects will be grounded in practical challenges spanning computer vision and natural language processing.,Deep Learning,A,2020-11-07 13:34:00,10,45.0,1,56
659,Real Time Machine Learning,Stream processing enables companies in every industry to drive intelligence and action in real-time by processing data as it comes in from sources such as IoT devices;customer interactions and order transactions;social media;etc.  Use cases for stream processing can broadly be categorized into four areas: streaming analytics;monitoring;leaderboard;and real-time predictions.  This course will cover stream processing paradigm;and streaming processing system architecture. Each week;students will build stream processing applications using widely adopted stream processing technologies;such as Apache Kafka;Apache Spark and Apache Flink.  ,Machine Learning,A,2016-08-08 07:39:00,1,139.0,3,76
